Strain,Replicate,TechRep,Drug,LevelEvolvedTo,Time,OD_24h,OD_48h,OD_72h,Person,,,,,,,,
y074,7,A,0,0.12,t5,0.1218,0.6358,1.0817,Q,,,,,,,,
y074,8,A,0,0.12,t5,0.8673,1.2543,1.1329,Q,,,,,,,,
y074,9,A,0,0.12,t5,1.0799,1.2554,1.1159,Q,,,,,,,,
y074,10,A,0,0.12,t5,1.1389,1.2283,1.1171,Q,,,,,,,,
y074,11,A,0,0.12,t5,1.119,1.2278,1.1204,Q,,,,,,,,
y074,12,A,0,0.12,t5,1.1684,1.2477,1.1611,Q,,,,,,,,
y074,1,B,0,0.12,t5,1.0749,1.2199,1.1533,Q,,,,,,,,
y074,2,B,0,0.12,t5,1.1839,1.2798,1.1542,Q,,,,,,,,
y074,3,B,0,0.12,t5,0.1221,0.16,0.702,Q,,,,,,,,
y074,4,B,0,0.12,t5,1.0537,1.278,1.1446,Q,,,,,,,,
y074,5,B,0,0.12,t5,0.4505,1.1714,1.0608,Q,,,,,,,,
y074,6,B,0,0.12,t5,0.1267,0.5281,1.2367,Q,,,,,,,,
y074,7,B,0,0.12,t5,0.124,0.1874,0.2974,Q,,,,,,,,
y074,8,B,0,0.12,t5,0.8193,1.2831,1.1609,Q,,,,,,,,
y074,9,B,0,0.12,t5,1.0883,1.2494,1.1222,Q,,,,,,,,
y074,10,B,0,0.12,t5,1.13,1.2337,1.1113,Q,,,,,,,,
y074,11,B,0,0.12,t5,1.1278,1.2259,1.1209,Q,,,,,,,,
y074,12,B,0,0.12,t5,0.9714,1.152,1.0667,Q,,,,,,,,
y074,1,A,0.03,0.12,t5,0.1119,0.3038,0.0562,Q,,,,,,,,
y074,2,A,0.03,0.12,t5,0.1199,0.4823,0.2916,Q,,,,,,,,
y074,3,A,0.03,0.12,t5,0.1071,0.3649,0.0554,Q,,,,,,,,
y074,4,A,0.03,0.12,t5,0.1155,0.4561,0.2549,Q,,,,,,,,
y074,5,A,0.03,0.12,t5,0.2009,0.4708,0.1651,Q,,,,,,,,
y074,6,A,0.03,0.12,t5,0.1078,0.4774,0.0555,Q,,,,,,,,
y074,7,A,0.03,0.12,t5,0.108,0.1828,0.0545,Q,,,,,,,,
y074,8,A,0.03,0.12,t5,0.1218,0.4258,0.2438,Q,,,,,,,,
y074,9,A,0.03,0.12,t5,0.1232,0.386,0.1919,Q,,,,,,,,
y074,10,A,0.03,0.12,t5,0.1135,0.5438,0.7496,Q,,,,,,,,
y074,11,A,0.03,0.12,t5,0.1218,0.3636,0.2963,Q,,,,,,,,
y074,12,A,0.03,0.12,t5,0.1078,0.1316,0.0622,Q,,,,,,,,
y074,1,B,0.03,0.12,t5,0.1087,0.1185,0.145,Q,,,,,,,,
y074,2,B,0.03,0.12,t5,0.1135,0.2828,0.1215,Q,,,,,,,,
y074,3,B,0.03,0.12,t5,0.1116,0.3052,0.0554,Q,,,,,,,,
y074,4,B,0.03,0.12,t5,0.1271,0.425,0.1857,Q,,,,,,,,
y074,5,B,0.03,0.12,t5,0.1288,0.3353,0.1851,Q,,,,,,,,
y074,6,B,0.03,0.12,t5,0.116,0.2685,0.0554,Q,,,,,,,,
y074,7,B,0.03,0.12,t5,0.1109,0.2655,0.0555,Q,,,,,,,,
y074,8,B,0.03,0.12,t5,0.1237,0.3036,0.2992,Q,,,,,,,,
y074,9,B,0.03,0.12,t5,0.1194,0.3497,0.1941,Q,,,,,,,,
y074,10,B,0.03,0.12,t5,0.1113,0.4381,0.932,Q,,,,,,,,
y074,11,B,0.03,0.12,t5,0.1137,0.1719,0.1348,Q,,,,,,,,
y074,12,B,0.03,0.12,t5,0.1056,0.1405,0.0849,Q,,,,,,,,
y074,1,A,0.12,0.12,t5,0.1062,0.3306,0.0994,Q,,,,,,,,
y074,2,A,0.12,0.12,t5,0.1082,0.1665,0.1712,Q,,,,,,,,
y074,3,A,0.12,0.12,t5,0.1022,0.1163,0.0451,Q,,,,,,,,
y074,4,A,0.12,0.12,t5,0.1128,0.4386,0.1315,Q,,,,,,,,
y074,5,A,0.12,0.12,t5,0.1749,0.5321,0.5014,Q,,,,,,,,
y074,6,A,0.12,0.12,t5,0.1094,0.2153,0.0553,Q,,,,,,,,
y074,7,A,0.12,0.12,t5,0.1078,0.1782,0.0531,Q,,,,,,,,
y074,8,A,0.12,0.12,t5,0.1799,0.4371,0.3724,Q,,,,,,,,
y074,9,A,0.12,0.12,t5,0.1116,0.5699,0.2233,Q,,,,,,,,
y074,10,A,0.12,0.12,t5,0.1077,0.3454,0.7603,Q,,,,,,,,
y074,11,A,0.12,0.12,t5,0.113,0.4847,0.1825,Q,,,,,,,,
y074,12,A,0.12,0.12,t5,0.1034,0.1238,0.0568,Q,,,,,,,,
y074,1,B,0.12,0.12,t5,0.1051,0.1127,0.0555,Q,,,,,,,,
y074,2,B,0.12,0.12,t5,0.1062,0.3393,0.0773,Q,,,,,,,,
y074,3,B,0.12,0.12,t5,0.1072,0.278,0.0593,Q,,,,,,,,
y074,4,B,0.12,0.12,t5,0.1558,0.3281,0.1292,Q,,,,,,,,
y074,5,B,0.12,0.12,t5,0.1718,0.2644,0.2567,Q,,,,,,,,
y074,6,B,0.12,0.12,t5,0.1592,0.2492,0.0552,Q,,,,,,,,
y074,7,B,0.12,0.12,t5,0.197,0.334,0.0561,Q,,,,,,,,
y074,8,B,0.12,0.12,t5,0.1992,0.5541,0.4012,Q,,,,,,,,
y074,9,B,0.12,0.12,t5,0.1058,0.33,0.0915,Q,,,,,,,,
y074,10,B,0.12,0.12,t5,0.1113,0.3804,0.8048,Q,,,,,,,,
y074,11,B,0.12,0.12,t5,0.0996,0.131,0.1506,Q,,,,,,,,
y074,12,B,0.12,0.12,t5,0.0993,0.1813,0.244,Q,,,,,,,,
y074,1,A,0.5,0.12,t5,0.0861,0.4932,0.1106,Q,,,,,,,,
y074,2,A,0.5,0.12,t5,0.2027,0.1116,0.0603,Q,,,,,,,,
y074,3,A,0.5,0.12,t5,0.3917,0.6377,0.0548,Q,,,,,,,,
y074,4,A,0.5,0.12,t5,0.4484,0.164,0.1262,Q,,,,,,,,
y074,5,A,0.5,0.12,t5,0.4106,0.1388,0.1358,Q,,,,,,,,
y074,6,A,0.5,0.12,t5,0.3041,0.1243,0.0519,Q,,,,,,,,
y074,7,A,0.5,0.12,t5,0.1088,0.1161,0.0542,Q,,,,,,,,
y074,8,A,0.5,0.12,t5,0.409,0.4765,0.4619,Q,,,,,,,,
y074,9,A,0.5,0.12,t5,0.1003,0.3907,0.2194,Q,,,,,,,,
y074,10,A,0.5,0.12,t5,0.2447,0.2599,0.8023,Q,,,,,,,,
y074,11,A,0.5,0.12,t5,0.3391,0.2998,0.1829,Q,,,,,,,,
y074,12,A,0.5,0.12,t5,0.0857,0.1314,0.1197,Q,,,,,,,,
y074,1,B,0.5,0.12,t5,0.1051,0.2724,0.0572,Q,,,,,,,,
y074,2,B,0.5,0.12,t5,0.18,0.2584,0.1657,Q,,,,,,,,
y074,3,B,0.5,0.12,t5,0.2945,0.5268,0.0545,Q,,,,,,,,
y074,4,B,0.5,0.12,t5,0.3383,0.5072,0.112,Q,,,,,,,,
y074,5,B,0.5,0.12,t5,0.2983,0.5191,0.4451,Q,,,,,,,,
y074,6,B,0.5,0.12,t5,0.3149,0.1123,0.053,Q,,,,,,,,
y074,7,B,0.5,0.12,t5,0.2811,0.1195,0.0553,Q,,,,,,,,
y074,8,B,0.5,0.12,t5,0.4032,0.4976,0.507,Q,,,,,,,,
y074,9,B,0.5,0.12,t5,0.223,0.202,0.158,Q,,,,,,,,
y074,10,B,0.5,0.12,t5,0.2201,0.1565,0.4746,Q,,,,,,,,
y074,11,B,0.5,0.12,t5,0.1297,0.3373,0.1822,Q,,,,,,,,
y074,12,B,0.5,0.12,t5,0.1063,0.1287,0.158,Q,,,,,,,,
y074,1,A,2,0.12,t5,0.1014,0.1134,0.0962,Q,,,,,,,,
y074,2,A,2,0.12,t5,0.1096,0.1284,0.0899,Q,,,,,,,,
y074,3,A,2,0.12,t5,0.106,0.311,0.0567,Q,,,,,,,,
y074,4,A,2,0.12,t5,0.1101,0.1607,0.1029,Q,,,,,,,,
y074,5,A,2,0.12,t5,0.1025,0.2536,0.2195,Q,,,,,,,,
y074,6,A,2,0.12,t5,0.1046,0.1324,0.055,Q,,,,,,,,
y074,7,A,2,0.12,t5,0.1049,0.1295,0.0549,Q,,,,,,,,
y074,8,A,2,0.12,t5,0.204,0.4159,0.3794,Q,,,,,,,,
y074,9,A,2,0.12,t5,0.1048,0.1687,0.1616,Q,,,,,,,,
y074,10,A,2,0.12,t5,0.1038,0.2017,0.7742,Q,,,,,,,,
y074,11,A,2,0.12,t5,0.1064,0.298,0.372,Q,,,,,,,,
y074,12,A,2,0.12,t5,0.1055,0.1284,0.1498,Q,,,,,,,,
y074,1,B,2,0.12,t5,0.1008,0.1039,0.0577,Q,,,,,,,,
y074,2,B,2,0.12,t5,0.1051,0.1183,0.0799,Q,,,,,,,,
y074,3,B,2,0.12,t5,0.103,0.1205,0.0547,Q,,,,,,,,
y074,4,B,2,0.12,t5,0.1105,0.1615,0.1284,Q,,,,,,,,
y074,5,B,2,0.12,t5,0.1462,0.4751,0.4742,Q,,,,,,,,
y074,6,B,2,0.12,t5,0.1045,0.1275,0.0535,Q,,,,,,,,
y074,7,B,2,0.12,t5,0.1054,0.1261,0.0546,Q,,,,,,,,
y074,8,B,2,0.12,t5,0.1072,0.2174,0.2246,Q,,,,,,,,
y074,9,B,2,0.12,t5,0.1182,0.1795,0.1558,Q,,,,,,,,
y074,10,B,2,0.12,t5,0.105,0.1411,0.5024,Q,,,,,,,,
y074,11,B,2,0.12,t5,0.1181,0.125,0.1332,Q,,,,,,,,
y074,12,B,2,0.12,t5,0.097,0.1177,0.091,Q,,,,,,,,
y076,1,A,0,,t0,1.1333,1.1669,1.0992,Q,,,,,,,,
y076,2,A,0,,t0,1.1987,1.2199,1.1481,Q,,,,,,,,
y076,3,A,0,,t0,1.1591,1.1962,1.1137,Q,,,,,,,,
y076,4,A,0,,t0,1.1999,1.2324,1.1481,Q,,,,,,,,
y076,5,A,0,,t0,1.1771,1.2128,1.1307,Q,,,,,,,,
y076,6,A,0,,t0,1.1793,1.211,1.1315,Q,,,,,,,,
y076,7,A,0,,t0,1.1491,1.1833,1.1022,Q,,,,,,,,
y076,8,A,0,,t0,1.1408,1.1688,1.0982,Q,,,,,,,,
y076,9,A,0,,t0,1.1318,1.1717,1.0951,Q,,,,,,,,
y076,10,A,0,,t0,1.1811,1.2126,1.142,Q,,,,,,,,
y076,11,A,0,,t0,1.1452,1.2055,1.1492,Q,,,,,,,,
y076,12,A,0,,t0,1.0889,1.1354,1.0883,Q,,,,,,,,
y076,1,B,0,,t0,1.1403,1.2046,1.1176,Q,,,,,,,,
y076,2,B,0,,t0,1.1757,1.237,1.1449,Q,,,,,,,,
y076,3,B,0,,t0,1.1535,1.2184,1.1213,Q,,,,,,,,
y076,4,B,0,,t0,1.1933,1.2527,1.1501,Q,,,,,,,,
y076,5,B,0,,t0,1.1766,1.2355,1.1318,Q,,,,,,,,
y076,6,B,0,,t0,1.1965,1.2519,1.1502,Q,,,,,,,,
y076,7,B,0,,t0,1.1539,1.2114,1.113,Q,,,,,,,,
y076,8,B,0,,t0,1.1736,1.2163,1.1186,Q,,,,,,,,
y076,9,B,0,,t0,1.1646,1.222,1.1253,Q,,,,,,,,
y076,10,B,0,,t0,1.1726,1.2258,1.1326,Q,,,,,,,,
y076,11,B,0,,t0,1.1481,1.2015,1.1061,Q,,,,,,,,
y076,12,B,0,,t0,1.1403,1.2022,1.1255,Q,,,,,,,,
y076,1,A,0.03,,t0,0.2553,0.6817,0.9447,Q,,,,,,,,
y076,2,A,0.03,,t0,0.3105,0.8019,1.0591,Q,,,,,,,,
y076,3,A,0.03,,t0,0.3199,0.9029,1.1198,Q,,,,,,,,
y076,4,A,0.03,,t0,0.3919,0.9566,1.0734,Q,,,,,,,,
y076,5,A,0.03,,t0,0.1597,0.6313,1.1533,Q,,,,,,,,
y076,6,A,0.03,,t0,0.2503,0.8059,1.1693,Q,,,,,,,,
y076,7,A,0.03,,t0,0.3891,0.9761,1.1214,Q,,,,,,,,
y076,8,A,0.03,,t0,0.2057,0.4635,0.8123,Q,,,,,,,,
y076,9,A,0.03,,t0,0.2356,0.6587,0.9698,Q,,,,,,,,
y076,10,A,0.03,,t0,0.1303,0.2443,0.5405,Q,,,,,,,,
y076,11,A,0.03,,t0,0.2179,0.62,1.0165,Q,,,,,,,,
y076,12,A,0.03,,t0,0.2216,0.5526,0.9605,Q,,,,,,,,
y076,1,B,0.03,,t0,0.2126,0.7107,0.9982,Q,,,,,,,,
y076,2,B,0.03,,t0,0.1826,0.6619,0.9839,Q,,,,,,,,
y076,3,B,0.03,,t0,0.2003,0.7111,0.9802,Q,,,,,,,,
y076,4,B,0.03,,t0,0.2407,0.7675,1.0038,Q,,,,,,,,
y076,5,B,0.03,,t0,0.3046,0.8619,1.0336,Q,,,,,,,,
y076,6,B,0.03,,t0,0.1957,0.8186,1.0674,Q,,,,,,,,
y076,7,B,0.03,,t0,0.3032,0.8828,0.9771,Q,,,,,,,,
y076,8,B,0.03,,t0,0.2029,0.5525,0.6862,Q,,,,,,,,
y076,9,B,0.03,,t0,0.1386,0.445,0.7795,Q,,,,,,,,
y076,10,B,0.03,,t0,0.183,0.5772,1.139,Q,,,,,,,,
y076,11,B,0.03,,t0,0.1988,0.7075,0.948,Q,,,,,,,,
y076,12,B,0.03,,t0,0.1741,0.6116,0.8797,Q,,,,,,,,
y076,1,A,0.12,,t0,0.1658,0.5034,0.8229,Q,,,,,,,,
y076,2,A,0.12,,t0,0.1581,0.4736,0.776,Q,,,,,,,,
y076,3,A,0.12,,t0,0.2697,0.7546,0.9432,Q,,,,,,,,
y076,4,A,0.12,,t0,0.307,0.5966,0.8796,Q,,,,,,,,
y076,5,A,0.12,,t0,0.2126,0.7364,0.9765,Q,,,,,,,,
y076,6,A,0.12,,t0,0.1703,0.5752,0.8574,Q,,,,,,,,
y076,7,A,0.12,,t0,0.1601,0.5368,0.8308,Q,,,,,,,,
y076,8,A,0.12,,t0,0.1292,0.4039,0.5586,Q,,,,,,,,
y076,9,A,0.12,,t0,0.1181,0.4321,0.7379,Q,,,,,,,,
y076,10,A,0.12,,t0,0.1289,0.4192,0.7574,Q,,,,,,,,
y076,11,A,0.12,,t0,0.1666,0.5359,0.9113,Q,,,,,,,,
y076,12,A,0.12,,t0,0.1292,0.3854,0.7329,Q,,,,,,,,
y076,1,B,0.12,,t0,0.1258,0.517,0.8653,Q,,,,,,,,
y076,2,B,0.12,,t0,0.1656,0.7579,0.9725,Q,,,,,,,,
y076,3,B,0.12,,t0,0.2351,0.5454,0.8153,Q,,,,,,,,
y076,4,B,0.12,,t0,0.2073,0.5572,0.8461,Q,,,,,,,,
y076,5,B,0.12,,t0,0.2754,0.6625,0.868,Q,,,,,,,,
y076,6,B,0.12,,t0,0.4053,0.581,0.7663,Q,,,,,,,,
y076,7,B,0.12,,t0,0.4039,0.6769,0.8955,Q,,,,,,,,
y076,8,B,0.12,,t0,0.3743,0.4659,0.6114,Q,,,,,,,,
y076,9,B,0.12,,t0,0.3603,0.5564,0.7785,Q,,,,,,,,
y076,10,B,0.12,,t0,0.2438,0.2698,0.4511,Q,,,,,,,,
y076,11,B,0.12,,t0,0.1924,0.5262,0.8489,Q,,,,,,,,
y076,12,B,0.12,,t0,0.1402,0.3792,0.7111,Q,,,,,,,,
y076,1,A,0.5,,t0,-0.1643,0.7275,0.9742,Q,,,,,,,,
y076,2,A,0.5,,t0,0.0142,0.7808,0.9258,Q,,,,,,,,
y076,3,A,0.5,,t0,0.1244,0.944,0.9663,Q,,,,,,,,
y076,4,A,0.5,,t0,-0.0252,0.9387,1.0011,Q,,,,,,,,
y076,5,A,0.5,,t0,0.0579,0.9091,1.0174,Q,,,,,,,,
y076,6,A,0.5,,t0,-0.0511,0.7302,0.8932,Q,,,,,,,,
y076,7,A,0.5,,t0,0.0281,0.8571,0.9714,Q,,,,,,,,
y076,8,A,0.5,,t0,-0.1179,0.6352,0.7097,Q,,,,,,,,
y076,9,A,0.5,,t0,-0.0477,0.4966,0.8462,Q,,,,,,,,
y076,10,A,0.5,,t0,-0.0719,0.5708,0.896,Q,,,,,,,,
y076,11,A,0.5,,t0,-0.2286,0.6587,0.9855,Q,,,,,,,,
y076,12,A,0.5,,t0,-0.2832,0.4583,0.8185,Q,,,,,,,,
y076,1,B,0.5,,t0,0.1665,0.5398,0.7386,Q,,,,,,,,
y076,2,B,0.5,,t0,0.3319,0.6599,0.9085,Q,,,,,,,,
y076,3,B,0.5,,t0,0.3815,0.729,0.9872,Q,,,,,,,,
y076,4,B,0.5,,t0,0.2352,0.6977,0.9461,Q,,,,,,,,
y076,5,B,0.5,,t0,0.1604,0.7636,0.9723,Q,,,,,,,,
y076,6,B,0.5,,t0,0.1697,0.613,0.8933,Q,,,,,,,,
y076,7,B,0.5,,t0,0.2098,0.733,0.9763,Q,,,,,,,,
y076,8,B,0.5,,t0,0.1636,0.5504,0.751,Q,,,,,,,,
y076,9,B,0.5,,t0,0.1354,0.6202,0.9015,Q,,,,,,,,
y076,10,B,0.5,,t0,0.2222,0.6768,0.9127,Q,,,,,,,,
y076,11,B,0.5,,t0,0.2433,0.7898,0.9483,Q,,,,,,,,
y076,12,B,0.5,,t0,0.204,0.6178,0.872,Q,,,,,,,,
y076,1,A,2,,t0,0.2121,0.6519,0.8707,Q,,,,,,,,
y076,2,A,2,,t0,0.1869,0.6888,0.8763,Q,,,,,,,,
y076,3,A,2,,t0,0.2391,0.7964,0.963,Q,,,,,,,,
y076,4,A,2,,t0,0.2603,0.87,1.0053,Q,,,,,,,,
y076,5,A,2,,t0,0.2218,0.752,0.9398,Q,,,,,,,,
y076,6,A,2,,t0,0.1816,0.7135,0.9264,Q,,,,,,,,
y076,7,A,2,,t0,0.2255,0.7762,0.9663,Q,,,,,,,,
y076,8,A,2,,t0,0.132,0.4501,0.5922,Q,,,,,,,,
y076,9,A,2,,t0,0.127,0.5178,0.8104,Q,,,,,,,,
y076,10,A,2,,t0,0.188,0.6199,0.8785,Q,,,,,,,,
y076,11,A,2,,t0,0.2053,0.7336,0.9607,Q,,,,,,,,
y076,12,A,2,,t0,0.1541,0.5097,0.8506,Q,,,,,,,,
y076,1,B,2,,t0,0.1516,0.6265,0.8904,Q,,,,,,,,
y076,2,B,2,,t0,0.1705,0.6418,0.9143,Q,,,,,,,,
y076,3,B,2,,t0,0.1949,0.7014,0.9496,Q,,,,,,,,
y076,4,B,2,,t0,0.2216,0.738,0.9439,Q,,,,,,,,
y076,5,B,2,,t0,0.1887,0.7183,0.935,Q,,,,,,,,
y076,6,B,2,,t0,0.2113,0.6881,0.9155,Q,,,,,,,,
y076,7,B,2,,t0,0.2105,0.723,0.927,Q,,,,,,,,
y076,8,B,2,,t0,0.1656,0.4671,0.6282,Q,,,,,,,,
y076,9,B,2,,t0,0.1139,0.4112,0.7057,Q,,,,,,,,
y076,10,B,2,,t0,0.141,0.5498,0.8111,Q,,,,,,,,
y076,11,B,2,,t0,0.1844,0.7694,0.9379,Q,,,,,,,,
y076,12,B,2,,t0,0.1243,0.4493,0.7358,Q,,,,,,,,
y076,1,A,0,0.12,t5,1.1256,1.1987,1.1253,Q,,,,,,,,
y076,2,A,0,0.12,t5,1.0907,1.178,1.0962,Q,,,,,,,,
y076,3,A,0,0.12,t5,0.2153,1.1306,1.2431,Q,,,,,,,,
y076,4,A,0,0.12,t5,1.1225,1.2792,1.1565,Q,,,,,,,,
y076,5,A,0,0.12,t5,0.6051,1.1396,1.0324,Q,,,,,,,,
y076,6,A,0,0.12,t5,0.2689,1.3087,1.1972,Q,,,,,,,,
y076,7,A,0,0.12,t5,0.3671,1.1417,1.0257,Q,,,,,,,,
y076,8,A,0,0.12,t5,1.0959,1.2437,1.1209,Q,,,,,,,,
y076,9,A,0,0.12,t5,0.1216,0.3477,0.2494,Q,,,,,,,,
y076,10,A,0,0.12,t5,1.0564,1.2068,1.0984,Q,,,,,,,,
y076,11,A,0,0.12,t5,1.0766,1.1626,1.0803,Q,,,,,,,,
y076,12,A,0,0.12,t5,0.2438,1.2287,1.1491,Q,,,,,,,,
y076,1,B,0,0.12,t5,1.1447,1.2203,1.1411,Q,,,,,,,,
y076,2,B,0,0.12,t5,1.0413,1.1605,1.0779,Q,,,,,,,,
y076,3,B,0,0.12,t5,0.1771,0.7888,1.0634,Q,,,,,,,,
y076,4,B,0,0.12,t5,0.4361,1.2078,1.0899,Q,,,,,,,,
y076,5,B,0,0.12,t5,0.8284,1.2105,1.0885,Q,,,,,,,,
y076,6,B,0,0.12,t5,0.1387,1.3545,1.2351,Q,,,,,,,,
y076,7,B,0,0.12,t5,0.7885,1.2352,1.1121,Q,,,,,,,,
y076,8,B,0,0.12,t5,1.0952,1.2288,1.1115,Q,,,,,,,,
y076,9,B,0,0.12,t5,0.1217,0.2721,0.0544,Q,,,,,,,,
y076,10,B,0,0.12,t5,0.9004,1.1816,1.0716,Q,,,,,,,,
y076,11,B,0,0.12,t5,1.1788,1.2522,1.1474,Q,,,,,,,,
y076,12,B,0,0.12,t5,0.1192,0.5501,0.5634,Q,,,,,,,,
y076,1,A,0.03,0.12,t5,0.2236,0.9461,0.9984,Q,,,,,,,,
y076,2,A,0.03,0.12,t5,0.276,1.1509,1.0381,Q,,,,,,,,
y076,3,A,0.03,0.12,t5,0.1323,1.0754,1.1458,Q,,,,,,,,
y076,4,A,0.03,0.12,t5,0.1852,1.0241,0.9753,Q,,,,,,,,
y076,5,A,0.03,0.12,t5,0.2385,1.1426,1.0339,Q,,,,,,,,
y076,6,A,0.03,0.12,t5,0.1093,0.4025,0.8583,Q,,,,,,,,
y076,7,A,0.03,0.12,t5,0.1793,0.8551,0.9682,Q,,,,,,,,
y076,8,A,0.03,0.12,t5,0.3653,1.1425,1.0716,Q,,,,,,,,
y076,9,A,0.03,0.12,t5,0.1112,0.2493,0.0553,Q,,,,,,,,
y076,10,A,0.03,0.12,t5,0.219,1.0738,1.0988,Q,,,,,,,,
y076,11,A,0.03,0.12,t5,0.1988,0.8765,0.945,Q,,,,,,,,
y076,12,A,0.03,0.12,t5,0.1075,0.1395,0.1533,Q,,,,,,,,
y076,1,B,0.03,0.12,t5,0.193,0.7166,0.805,Q,,,,,,,,
y076,2,B,0.03,0.12,t5,0.1278,0.7893,0.6725,Q,,,,,,,,
y076,3,B,0.03,0.12,t5,0.1091,0.7795,1.0682,Q,,,,,,,,
y076,4,B,0.03,0.12,t5,0.1484,1.1466,1.1323,Q,,,,,,,,
y076,5,B,0.03,0.12,t5,0.1303,0.8434,0.8254,Q,,,,,,,,
y076,6,B,0.03,0.12,t5,0.113,0.1689,0.3908,Q,,,,,,,,
y076,7,B,0.03,0.12,t5,0.1847,0.7392,0.799,Q,,,,,,,,
y076,8,B,0.03,0.12,t5,0.3185,1.1233,1.0765,Q,,,,,,,,
y076,9,B,0.03,0.12,t5,0.109,0.1418,0.0556,Q,,,,,,,,
y076,10,B,0.03,0.12,t5,0.2948,1.1069,1.0204,Q,,,,,,,,
y076,11,B,0.03,0.12,t5,0.1428,0.6472,0.7961,Q,,,,,,,,
y076,12,B,0.03,0.12,t5,0.1595,1.1145,1.1677,Q,,,,,,,,
y076,1,A,0.12,0.12,t5,0.1783,0.9806,1.0498,Q,,,,,,,,
y076,2,A,0.12,0.12,t5,0.2803,1.1164,0.9971,Q,,,,,,,,
y076,3,A,0.12,0.12,t5,0.2247,0.3564,0.0553,Q,,,,,,,,
y076,4,A,0.12,0.12,t5,0.2582,0.9487,0.9122,Q,,,,,,,,
y076,5,A,0.12,0.12,t5,0.4477,1.1237,1.0745,Q,,,,,,,,
y076,6,A,0.12,0.12,t5,0.1983,0.507,0.1481,Q,,,,,,,,
y076,7,A,0.12,0.12,t5,0.3472,0.9329,0.9044,Q,,,,,,,,
y076,8,A,0.12,0.12,t5,0.2473,1.0951,1.0391,Q,,,,,,,,
y076,9,A,0.12,0.12,t5,0.1213,0.3,0.055,Q,,,,,,,,
y076,10,A,0.12,0.12,t5,0.4093,1.1364,1.0619,Q,,,,,,,,
y076,11,A,0.12,0.12,t5,0.2568,1.0019,1.0489,Q,,,,,,,,
y076,12,A,0.12,0.12,t5,0.1087,0.8331,1.0679,Q,,,,,,,,
y076,1,B,0.12,0.12,t5,0.1085,0.31,0.4899,Q,,,,,,,,
y076,2,B,0.12,0.12,t5,0.1083,0.2256,0.21,Q,,,,,,,,
y076,3,B,0.12,0.12,t5,0.1283,0.3562,0.5997,Q,,,,,,,,
y076,4,B,0.12,0.12,t5,0.1506,0.1308,0.0557,Q,,,,,,,,
y076,5,B,0.12,0.12,t5,0.2317,1.1155,1.0392,Q,,,,,,,,
y076,6,B,0.12,0.12,t5,0.2144,0.1318,0.0567,Q,,,,,,,,
y076,7,B,0.12,0.12,t5,0.322,0.9784,0.8574,Q,,,,,,,,
y076,8,B,0.12,0.12,t5,0.3088,1.0859,1.0393,Q,,,,,,,,
y076,9,B,0.12,0.12,t5,0.2065,0.1412,0.0539,Q,,,,,,,,
y076,10,B,0.12,0.12,t5,0.2356,1.0993,1.0138,Q,,,,,,,,
y076,11,B,0.12,0.12,t5,0.1484,0.8905,0.9804,Q,,,,,,,,
y076,12,B,0.12,0.12,t5,0.0983,0.1167,0.0755,Q,,,,,,,,
y076,1,A,0.5,0.12,t5,0.1324,0.7075,0.7308,Q,,,,,,,,
y076,2,A,0.5,0.12,t5,0.534,1.1371,1.0262,Q,,,,,,,,
y076,3,A,0.5,0.12,t5,0.4144,0.3998,0.0595,Q,,,,,,,,
y076,4,A,0.5,0.12,t5,0.2961,1.1555,1.1003,Q,,,,,,,,
y076,5,A,0.5,0.12,t5,0.2381,0.779,0.7381,Q,,,,,,,,
y076,6,A,0.5,0.12,t5,0.3579,0.1215,0.0563,Q,,,,,,,,
y076,7,A,0.5,0.12,t5,0.3693,0.9837,0.7795,Q,,,,,,,,
y076,8,A,0.5,0.12,t5,0.308,1.1544,1.0864,Q,,,,,,,,
y076,9,A,0.5,0.12,t5,0.5378,0.1091,0.0545,Q,,,,,,,,
y076,10,A,0.5,0.12,t5,0.3651,1.0372,0.9283,Q,,,,,,,,
y076,11,A,0.5,0.12,t5,0.3161,1.012,0.963,Q,,,,,,,,
y076,12,A,0.5,0.12,t5,0.0814,0.1126,0.2991,Q,,,,,,,,
y076,1,B,0.5,0.12,t5,0.1088,0.8563,0.9208,Q,,,,,,,,
y076,2,B,0.5,0.12,t5,0.4203,0.7008,0.3093,Q,,,,,,,,
y076,3,B,0.5,0.12,t5,0.2988,0.1119,0.0541,Q,,,,,,,,
y076,4,B,0.5,0.12,t5,0.2341,0.2536,0.1456,Q,,,,,,,,
y076,5,B,0.5,0.12,t5,0.3542,0.7034,0.7353,Q,,,,,,,,
y076,6,B,0.5,0.12,t5,0.3035,0.3616,0.0623,Q,,,,,,,,
y076,7,B,0.5,0.12,t5,0.4201,0.9851,0.8704,Q,,,,,,,,
y076,8,B,0.5,0.12,t5,0.2689,1.0487,0.9951,Q,,,,,,,,
y076,9,B,0.5,0.12,t5,0.1002,0.288,0.0516,Q,,,,,,,,
y076,10,B,0.5,0.12,t5,0.3913,1.1512,1.0751,Q,,,,,,,,
y076,11,B,0.5,0.12,t5,0.2073,1.0102,1.0338,Q,,,,,,,,
y076,12,B,0.5,0.12,t5,0.0997,0.2138,0.4414,Q,,,,,,,,
y076,1,A,2,0.12,t5,0.1993,0.3988,0.4934,Q,,,,,,,,
y076,2,A,2,0.12,t5,0.2154,1.145,1.0349,Q,,,,,,,,
